Name_DecRadius,Class_Composition_SMASSII,Mass_kg,Radius_km,SMA_AU,Eccentricity,Inclination_deg,RotPeriod_hr,SciScore_A_Characterisation,SciScore_B_Interest,SciScore_Combined,SciFlags_Applied,SciPotential_Score_1to10,DeltaV_Score,Total_WeightedScore,Sub_Mass_Score,Sub_Radius_Score,Sub_Ecc_Score,Sub_Inc_Score,Sub_SMA_Score,Sub_RotPer_Score
113 Amalthea  (r=25.1km),S — Silicaceous stony [SMASSII],1.78171164410089e+17,25.0685,2.376479402,0.086165969,5.042451701,9.95,9,0,3.6,none,6.68,0,3.8144,2,1,7.64,7.87,9.47,7.46
187 Lamberta  (r=73.6km),Ch — Primitive carbonaceous [SMASSII],2.34251201347663e+18,73.647,2.731059463,0.238864384,10.56955271,10.67,9,2,4.8,aqueous-alteration(+3),9.41,0,3.8069,5,5,1.64,3.6,6.69,8.42
425 Cornelia  (r=34.0km),C — Primitive carbonaceous [SMASSII],2.29728882112091e+17,33.9625,2.886421238,0.057244226,4.051284529,17.505,8,0,3.2,none,3.81,0,3.8047,3,3,9.07,8.44,5.02,5.44
238 Hypatia  (r=77.8km),Ch — Primitive carbonaceous [SMASSII],2.76470861770527e+18,77.8295,2.905019778,0.091759912,12.40639712,8.8749,9,2,4.8,aqueous-alteration(+3),9.41,0,3.7958,5,5,7.4,2.42,4.91,6.29
349 Dembowska  (r=69.9km),R — Pyroxene-olivine [SMASSII],3.86015089683828e+18,69.885,2.925403407,0.088567515,8.248170268,4.701,9,0,3.6,none,6.68,0,3.7953,5,5,7.56,5.18,4.67,1.96
409 Aspasia  (r=85.5km),Xc — X-complex (metallic / enstatite) [SMASSII],9.16529451557314e+18,85.506,2.575146719,0.073320511,11.28516083,9.022,9,0,3.6,none,6.68,0,3.7949,6,5,8.24,3.07,8.62,6.49
275 Sapientia  (r=51.5km),C — Primitive carbonaceous [SMASSII],8.01010726968483e+17,51.5,2.77377234,0.162130091,4.765853424,14.933,8,0,3.2,none,3.81,0,3.7936,4,4,4.42,8.16,5.87,7.16
192 Nausikaa  (r=49.4km),Sl — Silicaceous stony [SMASSII],1.36243782360645e+18,49.388,2.403374329,0.245258603,6.79542009,13.625,9,0,3.6,none,6.68,0,3.7931,4,4,1.44,6.47,9.29,8.31
541 Deborah  (r=30.1km),B — Primitive blue (possible organics/ice) [SMASSII],1.59502894892412e+17,30.0735,2.813586613,0.053354289,6.018308292,29.368,8,1,3.8,B-type(+1),8.2,0,3.7836,2,2,9.22,7.04,5.36,2.16
9 Metis  (r=95.0km),S — Silicaceous stony [Tholen],9.69668280493757e+18,95,2.386566544,0.122564495,5.577707857,5.079,7,0,2.8,none,2.28,0,3.7767,6,5,6.18,7.44,9.33,2.29
363 Padua  (r=48.5km),X — X-complex (metallic / enstatite) [SMASSII],1.67256062862569e+18,48.5,2.746369557,0.072963673,5.950233824,8.401,8,0,3.2,none,3.81,0,3.774,4,4,8.27,7.13,6.42,5.73
146 Lucina  (r=80.2km),Ch — Primitive carbonaceous [SMASSII],3.0200108297281e+18,80.155,2.720696356,0.064552059,13.09647403,18.557,9,2,4.8,aqueous-alteration(+3),9.41,0,3.766,5,5,8.73,1.98,6.93,4.76
156 Xanthippe  (r=71.7km),Ch — Primitive carbonaceous [SMASSII],2.15915288068215e+18,71.673,2.734247263,0.221799178,9.763675486,22.132,9,2,4.8,aqueous-alteration(+3),9.41,0,3.7633,5,5,2.11,4.22,6.62,3.56
389 Industria  (r=37.2km),S — Silicaceous stony [SMASSII],5.81695728763065e+17,37.189,2.608414219,0.066415512,8.123491198,8.4973,9,0,3.6,none,6.68,0,3.7558,4,3,8.56,5.36,8.27,5.78
1171 Rusthawelia (1930 TA)  (r=41.1km),P — Primitive dark (P-type) [Tholen],1.01892376800012e+18,41.1145,3.174075375,0.194805301,3.086319072,10.98,8,0,3.2,none,3.81,0,3.7393,4,3,3.07,9,1.53,8.78
78 Diana  (r=60.3km),Ch — Primitive carbonaceous [SMASSII],1.28578567039443e+18,60.3,2.622632693,0.203492794,8.678735514,7.2991,9,2,4.8,aqueous-alteration(+3),9.41,0,3.7367,4,4,2.76,4.8,8.11,4.29
109 Felicitas  (r=41.3km),Ch — Primitive carbonaceous [SMASSII],4.12931016534991e+17,41.294,2.692922852,0.300517842,7.846155793,13.191,9,2,4.8,aqueous-alteration(+3),9.41,0,3.7349,3,3,1.13,5.71,7.11,8.62
205 Martha  (r=38.5km),Ch — Primitive carbonaceous [SMASSII],3.34434561297774e+17,38.4915,2.777004701,0.035894377,10.70634164,14.911,9,2,4.8,aqueous-alteration(+3),9.41,0,3.714,3,3,9.71,3.44,5.84,7.2
93 Minerva  (r=77.1km),C — Primitive carbonaceous [SMASSII],2.68534138334521e+18,77.0775,2.752986528,0.142909307,8.539724129,5.982,9,0,3.6,none,6.68,0,3.6976,5,5,5.2,5.02,6.27,3.02
331 Etheridgea  (r=37.5km),C — Primitive carbonaceous [SMASSII],3.0826198035168e+17,37.46,3.025862756,0.095198248,6.035604477,25.315,9,0,3.6,none,6.68,0,3.6824,3,3,7.33,7,3.96,2.71
79 Eurynome  (r=31.7km),S — Silicaceous stony [SMASSII],3.61620145208418e+17,31.7395,2.443945323,0.191024948,4.613161362,5.978,9,0,3.6,none,6.68,0,3.6753,3,2,3.27,8.22,9,3
342 Endymion  (r=32.1km),Ch — Primitive carbonaceous [SMASSII],1.94567575441131e+17,32.133,2.567688182,0.129933999,7.352460379,6.319,9,2,4.8,aqueous-alteration(+3),9.41,0,3.67,2,2,5.76,6.09,8.67,3.4
201 Penelope  (r=42.9km),X — X-complex (metallic / enstatite) [SMASSII],1.16063926862248e+18,42.9385,2.680864825,0.180112422,5.760729795,3.7474,9,0,3.6,none,6.68,0,3.6616,4,3,3.6,7.33,7.27,1.47
133 Cyrene  (r=36.1km),S — Silicaceous stony [SMASSII],5.31523859312461e+17,36.0875,3.074195082,0.130296883,7.224512738,12.708,9,0,3.6,none,6.68,0,3.6616,3,3,5.69,6.13,3.53,9.2
481 Emita  (r=50.9km),Ch — Primitive carbonaceous [SMASSII],7.74000238555048e+17,50.9145,2.74013261,0.157214741,9.848859311,14.412,7,2,4,aqueous-alteration(+3),8.26,0,3.6558,4,4,4.64,4.16,6.53,7.49
179 Klytaemnestra  (r=35.0km),Sk — Silicaceous stony [SMASSII],4.83783483250741e+17,34.973,2.972734515,0.109265647,7.817421377,11.173,9,0,3.6,none,6.68,0,3.6518,3,3,6.69,5.73,4.49,8.98
81 Terpsichore  (r=58.9km),Cb — Primitive carbonaceous [SMASSII],1.19606529613538e+18,58.8635,2.851528563,0.211771083,7.801192622,10.943,9,0,3.6,none,6.68,0,3.6509,4,4,2.49,5.76,5.31,8.73
1086 Nata (1927 QL)  (r=33.1km),Ch — Primitive carbonaceous [SMASSII],2.13342593241008e+17,33.135,3.163642629,0.050217347,8.364446847,18.061,8,2,4.4,aqueous-alteration(+3),8.67,0,3.6378,2,3,9.31,5.16,1.69,5.02
236 Honoria  (r=38.9km),L — Spinel-bearing stony [SMASSII],6.63375733713744e+17,38.854,2.799687296,0.189668665,7.69736077,12.338,9,0,3.6,none,6.68,0,3.6371,4,3,3.29,5.87,5.51,9.53
559 Nanon  (r=39.9km),Xk — X-complex (metallic / enstatite) [SMASSII],9.31969794659093e+17,39.91,2.710763639,0.066551319,9.312929463,10.059,9,0,3.6,none,6.68,0,3.6362,4,3,8.53,4.53,7.02,7.56
230 Athamantis  (r=55.7km),Sl — Silicaceous stony [SMASSII],1.95084344749292e+18,55.666,2.382363567,0.061101253,9.454642103,24.0055,9,0,3.6,none,6.68,0,3.6278,4,4,8.89,4.44,9.4,3.07
535 Montague  (r=39.6km),C — Primitive carbonaceous [Tholen],3.65535692720084e+17,39.6495,2.56854741,0.026283019,6.7734542,10.2482,8,0,3.2,none,3.81,0,3.6251,3,3,9.8,6.49,8.64,7.82
18 Melpomene  (r=69.8km),S — Silicaceous stony [SMASSII],3.84558701133674e+18,69.797,2.295556956,0.217961979,10.13085816,11.57,9,0,3.6,none,6.68,0,3.6127,5,5,2.22,3.87,9.84,9.36
12 Victoria  (r=57.5km),L — Spinel-bearing stony [SMASSII],2.15496983099517e+18,57.5435,2.333839594,0.219930701,8.374034564,8.6599,9,0,3.6,none,6.68,0,3.6011,5,4,2.18,5.09,9.76,6.07
738 Alagasta  (r=31.4km),CGSU — Primitive carbonaceous [Tholen],1.81467187028392e+17,31.395,3.03538954,0.05640515,3.530931716,17.89,8,0,3.2,none,3.81,0,3.6011,2,2,9.09,8.8,3.93,5.09
366 Vincentina  (r=43.2km),Ch — Primitive carbonaceous [SMASSII],4.7226444086338e+17,43.184,3.147478777,0.059785133,10.57981934,12.7365,8,2,4.4,aqueous-alteration(+3),8.67,0,3.5991,3,3,9,3.58,2.2,9.16
333 Badenia  (r=36.1km),C: — Primitive carbonaceous [Tholen],2.75879992236566e+17,36.0995,3.129674259,0.159762863,3.738775443,9.862,8,0,3.2,none,3.81,0,3.5962,3,3,4.49,8.62,2.73,7.36
67 Asia  (r=28.2km),S — Silicaceous stony [SMASSII],2.52403766038996e+17,28.1545,2.422211935,0.185714287,6.024430014,15.853,9,0,3.6,none,6.68,0,3.5918,3,2,3.42,7.02,9.2,6.58
28 Bellona  (r=60.5km),S — Silicaceous stony [SMASSII],2.4982810228861e+18,60.45,2.777283791,0.148986451,9.423244063,15.706,9,0,3.6,none,6.68,0,3.5913,5,4,4.96,4.47,5.82,6.73
39 Laetitia  (r=89.7km),S — Silicaceous stony [SMASSII],8.17409358401465e+18,89.742,2.770985906,0.113063597,10.37524429,5.138,9,0,3.6,none,6.68,0,3.5909,6,5,6.44,3.69,5.96,2.31
224 Oceana  (r=29.1km),M — Metallic or enstatite (ambiguous) [Tholen],3.61943914234238e+17,29.118,2.645075464,0.044743756,5.844821719,9.401,8,0,3.2,none,3.81,0,3.5833,3,2,9.47,7.22,7.91,6.98
338 Budrosa  (r=25.3km),Xk — X-complex (metallic / enstatite) [SMASSII],2.36099784053098e+17,25.253,2.913290744,0.017591816,6.038359374,4.6084,9,0,3.6,none,6.68,0,3.5784,3,1,9.93,6.98,4.82,1.89
271 Penthesilea  (r=33.0km),PC — Primitive dark (P-type) [Tholen],5.24496604397309e+17,32.9505,3.003597126,0.103664727,3.53189534,18.787,8,0,3.2,none,3.81,0,3.5753,3,2,6.91,8.78,4.24,4.67
33 Polyhymnia  (r=26.5km),Sq — Silicaceous stony [SMASSII],2.09625182153353e+17,26.4645,2.874150507,0.33326692,1.852031938,18.608,9,0,3.6,none,6.68,0,3.5731,2,1,1.02,9.62,5.16,4.73
102 Miriam  (r=41.3km),C — Primitive carbonaceous [SMASSII],4.13036023150384e+17,41.2975,2.664138789,0.251265044,5.171916162,23.613,9,0,3.6,none,6.68,0,3.5713,3,3,1.36,7.78,7.58,3.2
336 Lacadiera  (r=31.7km),Xk — X-complex (metallic / enstatite) [SMASSII],4.66047214999749e+17,31.678,2.252265555,0.094785448,5.648363676,13.6958,8,0,3.2,none,3.81,0,3.5709,3,2,7.36,7.36,9.93,8.16
56 Melete  (r=60.7km),Xk — X-complex (metallic / enstatite) [SMASSII],3.2734331341743e+18,60.6665,2.596936604,0.2368788,8.081030539,18.147,9,0,3.6,none,6.68,0,3.562,5,4,1.71,5.4,8.31,4.96
613 Ginevra  (r=40.7km),P — Primitive dark (P-type) [Tholen],9.86377688856336e+17,40.672,2.92065114,0.056403765,7.669401587,12.906,8,0,3.2,none,3.81,0,3.5589,4,3,9.11,5.93,4.73,8.93
303 Josephina  (r=62.5km),Unclassified,2.04153031635428e+18,62.4615,3.124872424,0.056062358,6.884116193,12.497,6,0,2.4,none,1.56,0,3.5578,5,4,9.13,6.4,2.93,9.33
22 Kalliope  (r=83.8km),X — X-complex (metallic / enstatite) [SMASSII],8.61769448519955e+18,83.768,2.909465731,0.098879784,13.7016829,4.1483,9,2,4.8,radar-ambiguous-M(+2),9.41,0,3.5553,6,5,7.18,1.62,4.84,1.64
638 Moira  (r=29.8km),Ch — Primitive carbonaceous [SMASSII],1.55143744005558e+17,29.797,2.733422734,0.162281218,7.708736572,9.8768,8,2,4.4,aqueous-alteration(+3),8.67,0,3.5542,2,2,4.4,5.84,6.64,7.38
72 Feronia  (r=37.5km),TDG — Primitive transitional [Tholen],3.08830136755693e+17,37.483,2.266170521,0.121401141,5.417802768,8.097,8,0,3.2,none,3.81,0,3.5536,3,3,6.2,7.62,9.91,5.13
86 Semele  (r=55.0km),C — Primitive carbonaceous [Tholen],9.73785918044598e+17,54.9645,3.10611274,0.217691675,4.820781591,16.634,8,0,3.2,none,3.81,0,3.5482,4,4,2.27,8.07,3.22,6.02
